total_consumption;date;hour
4.818;7.11.2023;21
2.647;7.11.2023;22
3.021;7.11.2023;23
2.067;7.11.2023;24
76.986;7.11.2023;Kokku
2.578;8.11.2023;1
1.982;8.11.2023;2
2.06;8.11.2023;3
2.165;8.11.2023;4
1.96;8.11.2023;5
2.934;8.11.2023;6
3.414;8.11.2023;7
3.04;8.11.2023;8
2.938;8.11.2023;9
2.734;8.11.2023;10
2.425;8.11.2023;11
2.651;8.11.2023;12
3.923;8.11.2023;13
3.407;8.11.2023;14
2.844;8.11.2023;15
3.014;8.11.2023;16
3.49;8.11.2023;17
4.594;8.11.2023;18
4.273;8.11.2023;19
2.72;8.11.2023;20
5.278;8.11.2023;21
4.893;8.11.2023;22
2.27;8.11.2023;23
2.111;8.11.2023;24
73.698;8.11.2023;Kokku
1.962;9.11.2023;1
1.723;9.11.2023;2
1.999;9.11.2023;3
2.085;9.11.2023;4
2.388;9.11.2023;5
2.28;9.11.2023;6
5.949;9.11.2023;7
2.718;9.11.2023;8
2.998;9.11.2023;9
2.153;9.11.2023;10
2.457;9.11.2023;11
2.285;9.11.2023;12
2.287;9.11.2023;13
2.841;9.11.2023;14
3.658;9.11.2023;15
3.92;9.11.2023;16
5.023;9.11.2023;17
4.602;9.11.2023;18
3.737;9.11.2023;19
3.366;9.11.2023;20
3.499;9.11.2023;21
3.32;9.11.2023;22
2.816;9.11.2023;23
2.312;9.11.2023;24
72.378;9.11.2023;Kokku
2.343;10.11.2023;1
2.25;10.11.2023;2
2.04;10.11.2023;3
2.133;10.11.2023;4
3.036;10.11.2023;5
3.655;10.11.2023;6
5.235;10.11.2023;7
3.039;10.11.2023;8
2.419;10.11.2023;9
2.388;10.11.2023;10
2.651;10.11.2023;11
2.792;10.11.2023;12
2.565;10.11.2023;13
2.421;10.11.2023;14
3.348;10.11.2023;15
3.57;10.11.2023;16
5.395;10.11.2023;17
6.838;10.11.2023;18
4.334;10.11.2023;19
3.717;10.11.2023;20
4.125;10.11.2023;21
2.76;10.11.2023;22
2.751;10.11.2023;23
2.952;10.11.2023;24
78.757;10.11.2023;Kokku
2.132;11.11.2023;1
2.146;11.11.2023;2
1.874;11.11.2023;3
1.999;11.11.2023;4
2.208;11.11.2023;5
2.054;11.11.2023;6
2.41;11.11.2023;7
3.231;11.11.2023;8
3.728;11.11.2023;9
4.109;11.11.2023;10
3.118;11.11.2023;11
4.043;11.11.2023;12
2.134;11.11.2023;13
2.494;11.11.2023;14
3.86;11.11.2023;15
3.87;11.11.2023;16
5.139;11.11.2023;17
3.918;11.11.2023;18
3.291;11.11.2023;19
2.703;11.11.2023;20
2.351;11.11.2023;21
2.464;11.11.2023;22
2.121;11.11.2023;23
1.926;11.11.2023;24
69.323;11.11.2023;Kokku
1.828;12.11.2023;1
1.812;12.11.2023;2
2.451;12.11.2023;3
1.766;12.11.2023;4
1.875;12.11.2023;5
1.959;12.11.2023;6
3.048;12.11.2023;7
2.973;12.11.2023;8
3.069;12.11.2023;9
3.764;12.11.2023;10
2.768;12.11.2023;11
3.413;12.11.2023;12
2.033;12.11.2023;13
4.368;12.11.2023;14
5.111;12.11.2023;15
4.934;12.11.2023;16
4.683;12.11.2023;17
5.692;12.11.2023;18
6.369;12.11.2023;19
5.092;12.11.2023;20
3.712;12.11.2023;21
4.89;12.11.2023;22
4.741;12.11.2023;23
2.288;12.11.2023;24
84.639;12.11.2023;Kokku
1.797;13.11.2023;1
1.617;13.11.2023;2
1.703;13.11.2023;3
1.998;13.11.2023;4
1.916;13.11.2023;5
2.924;13.11.2023;6
2.183;13.11.2023;7
2.653;13.11.2023;8
3.038;13.11.2023;9
3.62;13.11.2023;10
3.442;13.11.2023;11
2.745;13.11.2023;12
4.501;13.11.2023;13
6.436;13.11.2023;14
4.372;13.11.2023;15
3.584;13.11.2023;16
3.55;13.11.2023;17
4.154;13.11.2023;18
2.809;13.11.2023;19
2.887;13.11.2023;20
4.042;13.11.2023;21
5.544;13.11.2023;22
2.778;13.11.2023;23
1.432;13.11.2023;24
75.725;13.11.2023;Kokku
1.648;14.11.2023;1
1.668;14.11.2023;2
1.624;14.11.2023;3
1.732;14.11.2023;4
1.393;14.11.2023;5
2.714;14.11.2023;6
3.428;14.11.2023;7
3.23;14.11.2023;8
3.051;14.11.2023;9
2.555;14.11.2023;10
2.057;14.11.2023;11
3.539;14.11.2023;12
3.054;14.11.2023;13
3.24;14.11.2023;14
4.041;14.11.2023;15
2.707;14.11.2023;16
5.111;14.11.2023;17
3.338;14.11.2023;18
3.785;14.11.2023;19
5.613;14.11.2023;20
3.818;14.11.2023;21
4.808;14.11.2023;22
1.731;14.11.2023;23
1.549;14.11.2023;24
71.434;14.11.2023;Kokku
1.734;15.11.2023;1
1.448;15.11.2023;2
1.458;15.11.2023;3
1.716;15.11.2023;4
1.674;15.11.2023;5
2.704;15.11.2023;6
2.028;15.11.2023;7
3.536;15.11.2023;8
3.089;15.11.2023;9
2.794;15.11.2023;10
3.106;15.11.2023;11
3.123;15.11.2023;12
4.426;15.11.2023;13
3.921;15.11.2023;14
2.357;15.11.2023;15
4.559;15.11.2023;16
4.593;15.11.2023;17
2.999;15.11.2023;18
3.777;15.11.2023;19
4.75;15.11.2023;20
4.459;15.11.2023;21
3.946;15.11.2023;22
1.951;15.11.2023;23
1.516;15.11.2023;24
71.664;15.11.2023;Kokku
1.228;16.11.2023;1
1.273;16.11.2023;2
1.576;16.11.2023;3
1.683;16.11.2023;4
2.811;16.11.2023;5
2.174;16.11.2023;6
2.203;16.11.2023;7
3.504;16.11.2023;8
2.275;16.11.2023;9
2.717;16.11.2023;10
2.396;16.11.2023;11
3.706;16.11.2023;12
3.361;16.11.2023;13
3.711;16.11.2023;14
3.416;16.11.2023;15
2.302;16.11.2023;16
3.43;16.11.2023;17
2.598;16.11.2023;18
3.21;16.11.2023;19
3.062;16.11.2023;20
3.07;16.11.2023;21
5.246;16.11.2023;22
3.102;16.11.2023;23
1.997;16.11.2023;24
66.051;16.11.2023;Kokku
2.155;17.11.2023;1
1.71;17.11.2023;2
1.53;17.11.2023;3
1.916;17.11.2023;4
1.685;17.11.2023;5
1.955;17.11.2023;6
2.997;17.11.2023;7
3.666;17.11.2023;8
2.111;17.11.2023;9
1.864;17.11.2023;10
2.042;17.11.2023;11
2.143;17.11.2023;12
2.187;17.11.2023;13
4.203;17.11.2023;14
2.399;17.11.2023;15
4.265;17.11.2023;16
4.809;17.11.2023;17
5.506;17.11.2023;18
3.994;17.11.2023;19
5.045;17.11.2023;20
5.129;17.11.2023;21
4.117;17.11.2023;22
2.943;17.11.2023;23
2.528;17.11.2023;24
72.899;17.11.2023;Kokku
2.241;18.11.2023;1
1.966;18.11.2023;2
1.994;18.11.2023;3
2.189;18.11.2023;4
2.21;18.11.2023;5
2.102;18.11.2023;6
2.281;18.11.2023;7
3.445;18.11.2023;8
4.823;18.11.2023;9
5.098;18.11.2023;10
6.23;18.11.2023;11
5.508;18.11.2023;12
5.03;18.11.2023;13
4.768;18.11.2023;14
3.913;18.11.2023;15
2.153;18.11.2023;16
3.406;18.11.2023;17
3.358;18.11.2023;18
2.706;18.11.2023;19
3.59;18.11.2023;20
4.128;18.11.2023;21
3.611;18.11.2023;22
3.111;18.11.2023;23
2.005;18.11.2023;24
81.866;18.11.2023;Kokku
1.597;19.11.2023;1
1.713;19.11.2023;2
1.449;19.11.2023;3
1.549;19.11.2023;4
1.503;19.11.2023;5
1.658;19.11.2023;6
2.138;19.11.2023;7
3.535;19.11.2023;8
4.263;19.11.2023;9
4.507;19.11.2023;10
3.759;19.11.2023;11
4.103;19.11.2023;12
3.978;19.11.2023;13
4.038;19.11.2023;14
4.076;19.11.2023;15
3.88;19.11.2023;16
5.027;19.11.2023;17
5.282;19.11.2023;18
3.968;19.11.2023;19
3.761;19.11.2023;20
4.422;19.11.2023;21
3.377;19.11.2023;22
2.329;19.11.2023;23
1.313;19.11.2023;24
77.225;19.11.2023;Kokku
1.35;20.11.2023;1
1.376;20.11.2023;2
1.43;20.11.2023;3
1.569;20.11.2023;4
2.494;20.11.2023;5
2.835;20.11.2023;6
2.952;20.11.2023;7
2.233;20.11.2023;8
2.356;20.11.2023;9
2.055;20.11.2023;10
2.253;20.11.2023;11
2.438;20.11.2023;12
3.184;20.11.2023;13
2.894;20.11.2023;14
2.881;20.11.2023;15
3.091;20.11.2023;16
3.112;20.11.2023;17
4.117;20.11.2023;18
4.157;20.11.2023;19
4.802;20.11.2023;20
5.173;20.11.2023;21
5.131;20.11.2023;22
2.728;20.11.2023;23
1.99;20.11.2023;24
68.601;20.11.2023;Kokku
1.326;21.11.2023;1
1.742;21.11.2023;2
1.598;21.11.2023;3
1.882;21.11.2023;4
1.754;21.11.2023;5
2.327;21.11.2023;6
2.62;21.11.2023;7
3.158;21.11.2023;8
3.119;21.11.2023;9
1.606;21.11.2023;10
1.714;21.11.2023;11
2.101;21.11.2023;12
4.096;21.11.2023;13
2.915;21.11.2023;14
3.383;21.11.2023;15
4.942;21.11.2023;16
2.553;21.11.2023;17
3.417;21.11.2023;18
4.244;21.11.2023;19
4.564;21.11.2023;20
6.459;21.11.2023;21
4.164;21.11.2023;22
2.816;21.11.2023;23
2.342;21.11.2023;24
70.842;21.11.2023;Kokku
2.233;22.11.2023;1
1.786;22.11.2023;2
1.844;22.11.2023;3
1.974;22.11.2023;4
2.649;22.11.2023;5
3.01;22.11.2023;6
4.284;22.11.2023;7
2.762;22.11.2023;8
4.244;22.11.2023;9
3.971;22.11.2023;10
3.994;22.11.2023;11
3.673;22.11.2023;12
1.88;22.11.2023;13
2.827;22.11.2023;14
1.892;22.11.2023;15
3.353;22.11.2023;16
3.736;22.11.2023;17
3.678;22.11.2023;18
3.178;22.11.2023;19
4.018;22.11.2023;20
5.379;22.11.2023;21
4.016;22.11.2023;22
3.139;22.11.2023;23
2.41;22.11.2023;24
75.93;22.11.2023;Kokku
2.385;23.11.2023;1
2.309;23.11.2023;2
2.134;23.11.2023;3
2.551;23.11.2023;4
2.51;23.11.2023;5
3.873;23.11.2023;6
4.58;23.11.2023;7
3.03;23.11.2023;8
2.356;23.11.2023;9
2.297;23.11.2023;10
2.303;23.11.2023;11
2.175;23.11.2023;12
2.03;23.11.2023;13
2.572;23.11.2023;14
2.066;23.11.2023;15
3.076;23.11.2023;16
2.796;23.11.2023;17
4.672;23.11.2023;18
4.74;23.11.2023;19
4.408;23.11.2023;20
4.509;23.11.2023;21
3.576;23.11.2023;22
2.23;23.11.2023;23
2.727;23.11.2023;24
71.905;23.11.2023;Kokku
2.236;24.11.2023;1
2.343;24.11.2023;2
1.858;24.11.2023;3
2.432;24.11.2023;4
3.115;24.11.2023;5
2.588;24.11.2023;6
2.381;24.11.2023;7
3.416;24.11.2023;8
1.846;24.11.2023;9
1.435;24.11.2023;10
2.041;24.11.2023;11
1.625;24.11.2023;12
1.543;24.11.2023;13
4.432;24.11.2023;14
4.159;24.11.2023;15
2.077;24.11.2023;16
3.726;24.11.2023;17
4.135;24.11.2023;18
3.718;24.11.2023;19
3.201;24.11.2023;20
6.059;24.11.2023;21
5.44;24.11.2023;22
3.816;24.11.2023;23
2.551;24.11.2023;24
72.173;24.11.2023;Kokku
2.646;25.11.2023;1
2.104;25.11.2023;2
3.182;25.11.2023;3
2.131;25.11.2023;4
2.126;25.11.2023;5
2.004;25.11.2023;6
2.805;25.11.2023;7
2.855;25.11.2023;8
4.484;25.11.2023;9
4.475;25.11.2023;10
3.231;25.11.2023;11
3.045;25.11.2023;12
2.903;25.11.2023;13
3.985;25.11.2023;14
4.872;25.11.2023;15
6.206;25.11.2023;16
8.595;25.11.2023;17
7.237;25.11.2023;18
6.763;25.11.2023;19
4.483;25.11.2023;20
4.24;25.11.2023;21
4.993;25.11.2023;22
4.568;25.11.2023;23
3.805;25.11.2023;24
97.738;25.11.2023;Kokku
3.4;26.11.2023;1
2.693;26.11.2023;2
3.027;26.11.2023;3
2.56;26.11.2023;4
2.784;26.11.2023;5
2.296;26.11.2023;6
4.023;26.11.2023;7
5.063;26.11.2023;8
3.549;26.11.2023;9
3.925;26.11.2023;10
6.754;26.11.2023;11
7.882;26.11.2023;12
6.29;26.11.2023;13
6.792;26.11.2023;14
6.309;26.11.2023;15
6.01;26.11.2023;16
4.629;26.11.2023;17
5.166;26.11.2023;18
6.859;26.11.2023;19
5.518;26.11.2023;20
4.47;26.11.2023;21
5.455;26.11.2023;22
5.125;26.11.2023;23
2.647;26.11.2023;24
113.226;26.11.2023;Kokku
2.546;27.11.2023;1
2.511;27.11.2023;2
2.527;27.11.2023;3
2.535;27.11.2023;4
2.428;27.11.2023;5
3.94;27.11.2023;6
3.407;27.11.2023;7
3.332;27.11.2023;8
3.142;27.11.2023;9
2.584;27.11.2023;10
3.318;27.11.2023;11
3.059;27.11.2023;12
2.487;27.11.2023;13
2.775;27.11.2023;14
3.349;27.11.2023;15
3.562;27.11.2023;16
3.674;27.11.2023;17
3.49;27.11.2023;18
4.656;27.11.2023;19
3.625;27.11.2023;20
4.777;27.11.2023;21
4.011;27.11.2023;22
2.38;27.11.2023;23
1.788;27.11.2023;24
75.903;27.11.2023;Kokku
1.584;28.11.2023;1
1.74;28.11.2023;2
1.786;28.11.2023;3
1.754;28.11.2023;4
3.302;28.11.2023;5
3.712;28.11.2023;6
7.228;28.11.2023;7
4.726;28.11.2023;8
3.022;28.11.2023;9
2.009;28.11.2023;10
2.724;28.11.2023;11
4.442;28.11.2023;12
3.435;28.11.2023;13
3.527;28.11.2023;14
2.245;28.11.2023;15
2.03;28.11.2023;16
3.824;28.11.2023;17
5.715;28.11.2023;18
4.788;28.11.2023;19
1.094;28.11.2023;20
0;28.11.2023;21
0;28.11.2023;22
3.975;28.11.2023;23
2.696;28.11.2023;24
71.358;28.11.2023;Kokku
2.156;29.11.2023;1
1.891;29.11.2023;2
2.041;29.11.2023;3
2.169;29.11.2023;4
2.455;29.11.2023;5
3.863;29.11.2023;6
2.983;29.11.2023;7
2.88;29.11.2023;8
3.204;29.11.2023;9
2.278;29.11.2023;10
3.344;29.11.2023;11
4.926;29.11.2023;12
3.041;29.11.2023;13
3.937;29.11.2023;14
3.146;29.11.2023;15
5.422;29.11.2023;16
5.323;29.11.2023;17
3.274;29.11.2023;18
3.528;29.11.2023;19
5.817;29.11.2023;20
5.271;29.11.2023;21
2.84;29.11.2023;22
2.306;29.11.2023;23
2.27;29.11.2023;24
80.365;29.11.2023;Kokku
2.46;30.11.2023;1
2.6;30.11.2023;2
2.041;30.11.2023;3
2.845;30.11.2023;4
2.751;30.11.2023;5
3.039;30.11.2023;6
3.387;30.11.2023;7
2.989;30.11.2023;8
2.738;30.11.2023;9
2.221;30.11.2023;10
3.073;30.11.2023;11
3.591;30.11.2023;12
3.856;30.11.2023;13
3.359;30.11.2023;14
3.015;30.11.2023;15
3.561;30.11.2023;16
5.085;30.11.2023;17
4.019;30.11.2023;18
4.172;30.11.2023;19
5.584;30.11.2023;20
3.919;30.11.2023;21
3.879;30.11.2023;22
3.104;30.11.2023;23
3.124;30.11.2023;24
80.412;30.11.2023;Kokku
1.992;1.12.2023;1
2.538;1.12.2023;2
1.956;1.12.2023;3
2.735;1.12.2023;4
2.562;1.12.2023;5
2.745;1.12.2023;6
3.293;1.12.2023;7
4.743;1.12.2023;8
3.249;1.12.2023;9
3.25;1.12.2023;10
3.368;1.12.2023;11
4.684;1.12.2023;12
2.729;1.12.2023;13
2.342;1.12.2023;14
2.681;1.12.2023;15
3.644;1.12.2023;16
4.46;1.12.2023;17
4.563;1.12.2023;18
3.909;1.12.2023;19
3.203;1.12.2023;20
3.453;1.12.2023;21
2.912;1.12.2023;22
2.892;1.12.2023;23
2.488;1.12.2023;24
76.391;1.12.2023;Kokku
3.291;2.12.2023;1
2.316;2.12.2023;2
2.312;2.12.2023;3
2.321;2.12.2023;4
2.437;2.12.2023;5
3.192;2.12.2023;6
2.874;2.12.2023;7
5.418;2.12.2023;8
3.968;2.12.2023;9
4.628;2.12.2023;10
4.167;2.12.2023;11
2.639;2.12.2023;12
2.669;2.12.2023;13
2.392;2.12.2023;14
4.927;2.12.2023;15
7.285;2.12.2023;16
4.653;2.12.2023;17
5.178;2.12.2023;18
3.84;2.12.2023;19
4.671;2.12.2023;20
3.703;2.12.2023;21
3.809;2.12.2023;22
2.492;2.12.2023;23
2.34;2.12.2023;24
87.522;2.12.2023;Kokku
2.167;3.12.2023;1
2.029;3.12.2023;2
1.992;3.12.2023;3
1.906;3.12.2023;4
2.091;3.12.2023;5
2.883;3.12.2023;6
2.565;3.12.2023;7
2.91;3.12.2023;8
4.289;3.12.2023;9
3.135;3.12.2023;10
4.578;3.12.2023;11
4.226;3.12.2023;12
5.105;3.12.2023;13
4.304;3.12.2023;14
4.217;3.12.2023;15
3.657;3.12.2023;16
4.854;3.12.2023;17
3.831;3.12.2023;18
4.454;3.12.2023;19
6.499;3.12.2023;20
6.752;3.12.2023;21
5.064;3.12.2023;22
2.561;3.12.2023;23
1.788;3.12.2023;24
87.857;3.12.2023;Kokku
1.958;4.12.2023;1
1.913;4.12.2023;2
2.275;4.12.2023;3
2.153;4.12.2023;4
2.245;4.12.2023;5
3.585;4.12.2023;6
2.925;4.12.2023;7
2.582;4.12.2023;8
2.604;4.12.2023;9
2.498;4.12.2023;10
1.922;4.12.2023;11
2.289;4.12.2023;12
2.477;4.12.2023;13
2.772;4.12.2023;14
2.898;4.12.2023;15
4.963;4.12.2023;16
3.734;4.12.2023;17
2.962;4.12.2023;18
3.617;4.12.2023;19
5.828;4.12.2023;20
4.151;4.12.2023;21
3.212;4.12.2023;22
2.327;4.12.2023;23
2.994;4.12.2023;24
70.884;4.12.2023;Kokku
2.282;5.12.2023;1
1.833;5.12.2023;2
1.969;5.12.2023;3
2.091;5.12.2023;4
2.209;5.12.2023;5
2.33;5.12.2023;6
2.736;5.12.2023;7
3.753;5.12.2023;8
3.22;5.12.2023;9
1.962;5.12.2023;10
1.793;5.12.2023;11
2.449;5.12.2023;12
1.907;5.12.2023;13
2.392;5.12.2023;14
3.238;5.12.2023;15
2.986;5.12.2023;16
6.972;5.12.2023;17
7.738;5.12.2023;18
6.843;5.12.2023;19
5.081;5.12.2023;20
4.976;5.12.2023;21
4.697;5.12.2023;22
2.7;5.12.2023;23
2.391;5.12.2023;24
80.548;5.12.2023;Kokku
2.005;6.12.2023;1
2.324;6.12.2023;2
2.176;6.12.2023;3
1.98;6.12.2023;4
1.802;6.12.2023;5
2.885;6.12.2023;6
5.097;6.12.2023;7
2.578;6.12.2023;8
3.338;6.12.2023;9
2.533;6.12.2023;10
3.437;6.12.2023;11
3.198;6.12.2023;12
3.218;6.12.2023;13
3.582;6.12.2023;14
2.884;6.12.2023;15
3.956;6.12.2023;16
4.836;6.12.2023;17
3.653;6.12.2023;18
4.338;6.12.2023;19
3.526;6.12.2023;20
4.035;6.12.2023;21
4.468;6.12.2023;22
3.764;6.12.2023;23
2.485;6.12.2023;24
78.098;6.12.2023;Kokku
2.673;7.12.2023;1
1.793;7.12.2023;2
2.114;7.12.2023;3
2.21;7.12.2023;4
2.304;7.12.2023;5
2.454;7.12.2023;6
2.282;7.12.2023;7
3.189;7.12.2023;8
3.64;7.12.2023;9
2.166;7.12.2023;10
2.401;7.12.2023;11
2.877;7.12.2023;12
2.475;7.12.2023;13
2.961;7.12.2023;14
4.043;7.12.2023;15
6.122;7.12.2023;16
4.3;7.12.2023;17
4.818;7.12.2023;18
4.808;7.12.2023;19
4.656;7.12.2023;20
5.534;7.12.2023;21
3.666;7.12.2023;22
2.257;7.12.2023;23
3.087;7.12.2023;24
78.83;7.12.2023;Kokku
1.96;8.12.2023;1
1.839;8.12.2023;2
1.991;8.12.2023;3
2.372;8.12.2023;4
2.469;8.12.2023;5
3.697;8.12.2023;6
3.086;8.12.2023;7
3.36;8.12.2023;8
3.862;8.12.2023;9
2.023;8.12.2023;10
1.849;8.12.2023;11
2.618;8.12.2023;12
4.149;8.12.2023;13
3.015;8.12.2023;14
2.995;8.12.2023;15
2.95;8.12.2023;16
2.952;8.12.2023;17
2.88;8.12.2023;18
4.152;8.12.2023;19
6.034;8.12.2023;20
4.757;8.12.2023;21
5.608;8.12.2023;22
5.017;8.12.2023;23
3.192;8.12.2023;24
78.827;8.12.2023;Kokku
2.844;9.12.2023;1
2.83;9.12.2023;2
2.595;9.12.2023;3
3.182;9.12.2023;4
3.412;9.12.2023;5
2.485;9.12.2023;6
3.432;9.12.2023;7
3.693;9.12.2023;8
3.067;9.12.2023;9
3.884;9.12.2023;10
4.289;9.12.2023;11
5.92;9.12.2023;12
4.037;9.12.2023;13
4.261;9.12.2023;14
5.355;9.12.2023;15
6.062;9.12.2023;16
5.301;9.12.2023;17
4.875;9.12.2023;18
6.915;9.12.2023;19
7.119;9.12.2023;20
6.257;9.12.2023;21
6.309;9.12.2023;22
3.617;9.12.2023;23
2.638;9.12.2023;24
104.379;9.12.2023;Kokku
3.312;10.12.2023;1
2.971;10.12.2023;2
2.497;10.12.2023;3
2.62;10.12.2023;4
4.114;10.12.2023;5
3.54;10.12.2023;6
2.887;10.12.2023;7
3.369;10.12.2023;8
6.618;10.12.2023;9
5.035;10.12.2023;10
4.932;10.12.2023;11
4.997;10.12.2023;12
6.415;10.12.2023;13
5.166;10.12.2023;14
5.539;10.12.2023;15
4.759;10.12.2023;16
4.873;10.12.2023;17
7.239;10.12.2023;18
4.881;10.12.2023;19
3.808;10.12.2023;20
5.088;10.12.2023;21
4.122;10.12.2023;22
3.021;10.12.2023;23
2.476;10.12.2023;24
104.279;10.12.2023;Kokku
2.058;11.12.2023;1
1.854;11.12.2023;2
2.79;11.12.2023;3
2.029;11.12.2023;4
2.695;11.12.2023;5
2.738;11.12.2023;6
2.634;11.12.2023;7
3.807;11.12.2023;8
3.571;11.12.2023;9
2.034;11.12.2023;10
1.792;11.12.2023;11
2.768;11.12.2023;12
2.393;11.12.2023;13
3.101;11.12.2023;14
4.211;11.12.2023;15
3.101;11.12.2023;16
3.478;11.12.2023;17
4.158;11.12.2023;18
3.912;11.12.2023;19
4.652;11.12.2023;20
3.07;11.12.2023;21
2.989;11.12.2023;22
1.751;11.12.2023;23
1.576;11.12.2023;24
69.162;11.12.2023;Kokku
1.983;12.12.2023;1
1.913;12.12.2023;2
2.067;12.12.2023;3
1.783;12.12.2023;4
1.967;12.12.2023;5
2.274;12.12.2023;6
3.2;12.12.2023;7
3.438;12.12.2023;8
3.363;12.12.2023;9
2.821;12.12.2023;10
3.31;12.12.2023;11
3.527;12.12.2023;12
2.989;12.12.2023;13
3.96;12.12.2023;14
3.779;12.12.2023;15
3.797;12.12.2023;16
4.92;12.12.2023;17
4.012;12.12.2023;18
4.051;12.12.2023;19
3.658;12.12.2023;20
4.375;12.12.2023;21
5.121;12.12.2023;22
2.892;12.12.2023;23
1.986;12.12.2023;24
77.186;12.12.2023;Kokku
2.466;13.12.2023;1
1.809;13.12.2023;2
1.886;13.12.2023;3
2.351;13.12.2023;4
3.748;13.12.2023;5
2.777;13.12.2023;6
2.627;13.12.2023;7
3.782;13.12.2023;8
3.33;13.12.2023;9
2.979;13.12.2023;10
2.292;13.12.2023;11
2.579;13.12.2023;12
3.01;13.12.2023;13
2.286;13.12.2023;14
5.012;13.12.2023;15
4.029;13.12.2023;16
4.682;13.12.2023;17
4.185;13.12.2023;18
6.082;13.12.2023;19
5.391;13.12.2023;20
2.953;13.12.2023;21
2.831;13.12.2023;22
3.198;13.12.2023;23
2.241;13.12.2023;24
78.526;13.12.2023;Kokku
2.174;14.12.2023;1
2.115;14.12.2023;2
1.95;14.12.2023;3
2.501;14.12.2023;4
2.603;14.12.2023;5
2.421;14.12.2023;6
3.437;14.12.2023;7
3.43;14.12.2023;8
2.332;14.12.2023;9
2.212;14.12.2023;10
3.123;14.12.2023;11
3.196;14.12.2023;12
2.778;14.12.2023;13
3.023;14.12.2023;14
3.09;14.12.2023;15
3.286;14.12.2023;16
3.002;14.12.2023;17
4.079;14.12.2023;18
4.511;14.12.2023;19
5.864;14.12.2023;20
3.035;14.12.2023;21
3.937;14.12.2023;22
2.302;14.12.2023;23
2.412;14.12.2023;24
72.813;14.12.2023;Kokku
1.827;15.12.2023;1
1.838;15.12.2023;2
1.855;15.12.2023;3
1.857;15.12.2023;4
2.017;15.12.2023;5
3.502;15.12.2023;6
2.555;15.12.2023;7
3.563;15.12.2023;8
2.673;15.12.2023;9
2.053;15.12.2023;10
2.612;15.12.2023;11
3.221;15.12.2023;12
2.402;15.12.2023;13
3.247;15.12.2023;14
3.029;15.12.2023;15
2.413;15.12.2023;16
3.888;15.12.2023;17
5.049;15.12.2023;18
3.36;15.12.2023;19
4.135;15.12.2023;20
3.842;15.12.2023;21
5.39;15.12.2023;22
2.291;15.12.2023;23
2.929;15.12.2023;24
71.548;15.12.2023;Kokku
2.536;16.12.2023;1
2.01;16.12.2023;2
2.004;16.12.2023;3
2.112;16.12.2023;4
2.171;16.12.2023;5
2.168;16.12.2023;6
2.89;16.12.2023;7
4.619;16.12.2023;8
4.84;16.12.2023;9
4.671;16.12.2023;10
5.703;16.12.2023;11
5.343;16.12.2023;12
4.111;16.12.2023;13
4.466;16.12.2023;14
3.554;16.12.2023;15
4.205;16.12.2023;16
6.898;16.12.2023;17
3.87;16.12.2023;18
4.044;16.12.2023;19
4.168;16.12.2023;20
2.935;16.12.2023;21
2.436;16.12.2023;22
2.617;16.12.2023;23
2.223;16.12.2023;24
86.594;16.12.2023;Kokku
1.955;17.12.2023;1
1.726;17.12.2023;2
1.73;17.12.2023;3
1.872;17.12.2023;4
1.716;17.12.2023;5
3.07;17.12.2023;6
3.668;17.12.2023;7
4.271;17.12.2023;8
4.282;17.12.2023;9
4.464;17.12.2023;10
6.702;17.12.2023;11
5.268;17.12.2023;12
3.278;17.12.2023;13
4.78;17.12.2023;14
3.729;17.12.2023;15
5.172;17.12.2023;16
3.488;17.12.2023;17
5.396;17.12.2023;18
6.481;17.12.2023;19
4.757;17.12.2023;20
3.6;17.12.2023;21
3.121;17.12.2023;22
1.674;17.12.2023;23
1.506;17.12.2023;24
87.706;17.12.2023;Kokku
1.683;18.12.2023;1
1.481;18.12.2023;2
1.463;18.12.2023;3
1.908;18.12.2023;4
2.403;18.12.2023;5
2.959;18.12.2023;6
2.712;18.12.2023;7
3.158;18.12.2023;8
3.119;18.12.2023;9
2.238;18.12.2023;10
3.382;18.12.2023;11
3.133;18.12.2023;12
3.897;18.12.2023;13
3.161;18.12.2023;14
2.503;18.12.2023;15
4.936;18.12.2023;16
4.282;18.12.2023;17
3.905;18.12.2023;18
3.082;18.12.2023;19
4.122;18.12.2023;20
3.269;18.12.2023;21
4.282;18.12.2023;22
3.558;18.12.2023;23
3.297;18.12.2023;24
73.933;18.12.2023;Kokku
2.086;19.12.2023;1
1.718;19.12.2023;2
1.829;19.12.2023;3
2.107;19.12.2023;4
2.033;19.12.2023;5
4.277;19.12.2023;6
4.155;19.12.2023;7
4.381;19.12.2023;8
4.499;19.12.2023;9
4.229;19.12.2023;10
3.405;19.12.2023;11
3.162;19.12.2023;12
5.146;19.12.2023;13
3.467;19.12.2023;14
2.984;19.12.2023;15
4.051;19.12.2023;16
3.866;19.12.2023;17
2.897;19.12.2023;18
5.703;19.12.2023;19
8.274;19.12.2023;20
7.463;19.12.2023;21
4.88;19.12.2023;22
3.181;19.12.2023;23
2.141;19.12.2023;24
91.934;19.12.2023;Kokku
2.291;20.12.2023;1
2.431;20.12.2023;2
2.473;20.12.2023;3
2.672;20.12.2023;4
2.269;20.12.2023;5
2.943;20.12.2023;6
3.99;20.12.2023;7
4.33;20.12.2023;8
4.097;20.12.2023;9
2.456;20.12.2023;10
2.905;20.12.2023;11
