total_consumption;date;hour
3.701;20.12.2023;12
3.742;20.12.2023;13
2.776;20.12.2023;14
4.725;20.12.2023;15
5.111;20.12.2023;16
4.729;20.12.2023;17
2.998;20.12.2023;18
2.674;20.12.2023;19
2.825;20.12.2023;20
3.207;20.12.2023;21
3.557;20.12.2023;22
3.79;20.12.2023;23
4.673;20.12.2023;24
81.365;20.12.2023;Kokku
2.657;21.12.2023;1
2.502;21.12.2023;2
2.288;21.12.2023;3
2.578;21.12.2023;4
2.715;21.12.2023;5
3.226;21.12.2023;6
4.615;21.12.2023;7
5.568;21.12.2023;8
4.011;21.12.2023;9
2.602;21.12.2023;10
2.232;21.12.2023;11
3.306;21.12.2023;12
3.012;21.12.2023;13
2.869;21.12.2023;14
2.394;21.12.2023;15
2.777;21.12.2023;16
4.328;21.12.2023;17
4.528;21.12.2023;18
4.048;21.12.2023;19
5.536;21.12.2023;20
5.368;21.12.2023;21
4.254;21.12.2023;22
3.3;21.12.2023;23
4.048;21.12.2023;24
84.762;21.12.2023;Kokku
2.012;22.12.2023;1
1.91;22.12.2023;2
2.094;22.12.2023;3
1.91;22.12.2023;4
1.606;22.12.2023;5
1.593;22.12.2023;6
1.777;22.12.2023;7
2.955;22.12.2023;8
3.66;22.12.2023;9
2.143;22.12.2023;10
3.501;22.12.2023;11
3.012;22.12.2023;12
5.59;22.12.2023;13
4.666;22.12.2023;14
2.888;22.12.2023;15
5.01;22.12.2023;16
7.01;22.12.2023;17
6.992;22.12.2023;18
5.833;22.12.2023;19
5.104;22.12.2023;20
5.213;22.12.2023;21
5.395;22.12.2023;22
3.106;22.12.2023;23
3.451;22.12.2023;24
88.431;22.12.2023;Kokku
2.404;23.12.2023;1
3.886;23.12.2023;2
1.691;23.12.2023;3
1.733;23.12.2023;4
3.256;23.12.2023;5
1.844;23.12.2023;6
2.478;23.12.2023;7
4.096;23.12.2023;8
3.781;23.12.2023;9
4.726;23.12.2023;10
5.85;23.12.2023;11
4.937;23.12.2023;12
5.157;23.12.2023;13
4.098;23.12.2023;14
5.188;23.12.2023;15
6.092;23.12.2023;16
7.992;23.12.2023;17
5.597;23.12.2023;18
4.481;23.12.2023;19
4.296;23.12.2023;20
4.605;23.12.2023;21
4.284;23.12.2023;22
4.087;23.12.2023;23
2.942;23.12.2023;24
99.501;23.12.2023;Kokku
1.986;24.12.2023;1
1.805;24.12.2023;2
1.951;24.12.2023;3
1.719;24.12.2023;4
1.774;24.12.2023;5
2.224;24.12.2023;6
2.724;24.12.2023;7
3.65;24.12.2023;8
3.659;24.12.2023;9
3.321;24.12.2023;10
5.744;24.12.2023;11
4.665;24.12.2023;12
4.256;24.12.2023;13
6.194;24.12.2023;14
4.659;24.12.2023;15
6.015;24.12.2023;16
5.588;24.12.2023;17
5.887;24.12.2023;18
6.286;24.12.2023;19
5.434;24.12.2023;20
4.155;24.12.2023;21
3.083;24.12.2023;22
2.444;24.12.2023;23
2.183;24.12.2023;24
91.406;24.12.2023;Kokku
2.044;25.12.2023;1
1.794;25.12.2023;2
1.964;25.12.2023;3
1.739;25.12.2023;4
1.725;25.12.2023;5
2.066;25.12.2023;6
2.234;25.12.2023;7
2.614;25.12.2023;8
4.951;25.12.2023;9
5.268;25.12.2023;10
3.964;25.12.2023;11
4.212;25.12.2023;12
5.279;25.12.2023;13
6.575;25.12.2023;14
5.964;25.12.2023;15
5.353;25.12.2023;16
6.425;25.12.2023;17
5.405;25.12.2023;18
4.162;25.12.2023;19
5.928;25.12.2023;20
5.037;25.12.2023;21
2.886;25.12.2023;22
3.697;25.12.2023;23
2.844;25.12.2023;24
94.13;25.12.2023;Kokku
2.772;26.12.2023;1
2.925;26.12.2023;2
2.312;26.12.2023;3
2.78;26.12.2023;4
2.487;26.12.2023;5
2.236;26.12.2023;6
2.286;26.12.2023;7
2.918;26.12.2023;8
3.239;26.12.2023;9
2.343;26.12.2023;10
4.753;26.12.2023;11
6.406;26.12.2023;12
4.858;26.12.2023;13
4.7;26.12.2023;14
5.622;26.12.2023;15
4.854;26.12.2023;16
3.207;26.12.2023;17
3.911;26.12.2023;18
2.915;26.12.2023;19
4.837;26.12.2023;20
3.782;26.12.2023;21
3.09;26.12.2023;22
3.525;26.12.2023;23
2.421;26.12.2023;24
85.179;26.12.2023;Kokku
2.504;27.12.2023;1
2.058;27.12.2023;2
1.884;27.12.2023;3
2.096;27.12.2023;4
2.226;27.12.2023;5
2.153;27.12.2023;6
1.769;27.12.2023;7
2.78;27.12.2023;8
2.734;27.12.2023;9
1.983;27.12.2023;10
4.802;27.12.2023;11
5.792;27.12.2023;12
5.725;27.12.2023;13
4.514;27.12.2023;14
4.341;27.12.2023;15
3.329;27.12.2023;16
3.424;27.12.2023;17
4.651;27.12.2023;18
4.838;27.12.2023;19
4.77;27.12.2023;20
4.826;27.12.2023;21
4.222;27.12.2023;22
3.065;27.12.2023;23
3.494;27.12.2023;24
83.98;27.12.2023;Kokku
2.541;28.12.2023;1
2.108;28.12.2023;2
1.843;28.12.2023;3
2.218;28.12.2023;4
2.185;28.12.2023;5
3.495;28.12.2023;6
3.728;28.12.2023;7
3.073;28.12.2023;8
2.984;28.12.2023;9
3.455;28.12.2023;10
3.433;28.12.2023;11
3.402;28.12.2023;12
2.859;28.12.2023;13
4.294;28.12.2023;14
2.244;28.12.2023;15
2.146;28.12.2023;16
3.607;28.12.2023;17
4.479;28.12.2023;18
3.754;28.12.2023;19
3.874;28.12.2023;20
3.85;28.12.2023;21
4.318;28.12.2023;22
1.997;28.12.2023;23
2.15;28.12.2023;24
74.037;28.12.2023;Kokku
2.28;29.12.2023;1
1.541;29.12.2023;2
1.651;29.12.2023;3
2.169;29.12.2023;4
1.827;29.12.2023;5
1.725;29.12.2023;6
2.609;29.12.2023;7
2.678;29.12.2023;8
2.85;29.12.2023;9
2.322;29.12.2023;10
2.498;29.12.2023;11
4.377;29.12.2023;12
4.71;29.12.2023;13
3.792;29.12.2023;14
5.265;29.12.2023;15
5.727;29.12.2023;16
3.537;29.12.2023;17
3.392;29.12.2023;18
3.688;29.12.2023;19
4.4;29.12.2023;20
3.511;29.12.2023;21
4.295;29.12.2023;22
3.163;29.12.2023;23
2.933;29.12.2023;24
76.94;29.12.2023;Kokku
2.332;30.12.2023;1
2.33;30.12.2023;2
2.37;30.12.2023;3
2.075;30.12.2023;4
1.823;30.12.2023;5
1.973;30.12.2023;6
2.209;30.12.2023;7
2.913;30.12.2023;8
4.12;30.12.2023;9
5.971;30.12.2023;10
4.882;30.12.2023;11
5.606;30.12.2023;12
5.634;30.12.2023;13
2.723;30.12.2023;14
3.546;30.12.2023;15
3.689;30.12.2023;16
4.571;30.12.2023;17
5.413;30.12.2023;18
4.408;30.12.2023;19
5.371;30.12.2023;20
4.766;30.12.2023;21
3.787;30.12.2023;22
4.828;30.12.2023;23
3.873;30.12.2023;24
91.213;30.12.2023;Kokku
2.054;31.12.2023;1
1.871;31.12.2023;2
2.057;31.12.2023;3
2.016;31.12.2023;4
1.908;31.12.2023;5
2.169;31.12.2023;6
2.197;31.12.2023;7
4.756;31.12.2023;8
2.937;31.12.2023;9
3.023;31.12.2023;10
3.949;31.12.2023;11
4.98;31.12.2023;12
3.045;31.12.2023;13
2.883;31.12.2023;14
4.761;31.12.2023;15
5.013;31.12.2023;16
6.503;31.12.2023;17
5.304;31.12.2023;18
5.15;31.12.2023;19
4.05;31.12.2023;20
4.368;31.12.2023;21
3.018;31.12.2023;22
3.796;31.12.2023;23
3.024;31.12.2023;24
84.832;31.12.2023;Kokku
2.69;1.01.2024;1
2.359;1.01.2024;2
2.161;1.01.2024;3
2.083;1.01.2024;4
2.546;1.01.2024;5
2.242;1.01.2024;6
2.002;1.01.2024;7
3.325;1.01.2024;8
2.751;1.01.2024;9
2.65;1.01.2024;10
2.984;1.01.2024;11
5.148;1.01.2024;12
4.411;1.01.2024;13
3.731;1.01.2024;14
3.905;1.01.2024;15
5.367;1.01.2024;16
5.483;1.01.2024;17
3.782;1.01.2024;18
4.072;1.01.2024;19
5.189;1.01.2024;20
5.498;1.01.2024;21
4.513;1.01.2024;22
2.916;1.01.2024;23
2.657;1.01.2024;24
84.465;1.01.2024;Kokku
2.025;2.01.2024;1
2.059;2.01.2024;2
2.007;2.01.2024;3
2.396;2.01.2024;4
3.27;2.01.2024;5
2.525;2.01.2024;6
2.463;2.01.2024;7
3.334;2.01.2024;8
2.341;2.01.2024;9
2.329;2.01.2024;10
2.573;2.01.2024;11
2.744;2.01.2024;12
4.641;2.01.2024;13
5.413;2.01.2024;14
5.2;2.01.2024;15
5.938;2.01.2024;16
4.345;2.01.2024;17
6.403;2.01.2024;18
5.492;2.01.2024;19
5.755;2.01.2024;20
6.732;2.01.2024;21
5.026;2.01.2024;22
5.567;2.01.2024;23
3.648;2.01.2024;24
94.226;2.01.2024;Kokku
2.514;3.01.2024;1
2.243;3.01.2024;2
2.45;3.01.2024;3
2.92;3.01.2024;4
2.528;3.01.2024;5
1.946;3.01.2024;6
2.468;3.01.2024;7
3.034;3.01.2024;8
3.669;3.01.2024;9
3.046;3.01.2024;10
5.921;3.01.2024;11
4.995;3.01.2024;12
7.15;3.01.2024;13
7.528;3.01.2024;14
7.089;3.01.2024;15
4.645;3.01.2024;16
6.94;3.01.2024;17
4.331;3.01.2024;18
5.516;3.01.2024;19
5.445;3.01.2024;20
4.63;3.01.2024;21
4.905;3.01.2024;22
3.02;3.01.2024;23
2.936;3.01.2024;24
101.869;3.01.2024;Kokku
2.632;4.01.2024;1
2.322;4.01.2024;2
2.183;4.01.2024;3
2.996;4.01.2024;4
2.47;4.01.2024;5
2.293;4.01.2024;6
2.768;4.01.2024;7
4.003;4.01.2024;8
3.26;4.01.2024;9
2.462;4.01.2024;10
4.833;4.01.2024;11
3.647;4.01.2024;12
4.572;4.01.2024;13
4.123;4.01.2024;14
3.266;4.01.2024;15
6.662;4.01.2024;16
5.305;4.01.2024;17
4.977;4.01.2024;18
5.098;4.01.2024;19
4.499;4.01.2024;20
5.619;4.01.2024;21
5.543;4.01.2024;22
3.713;4.01.2024;23
4.157;4.01.2024;24
93.403;4.01.2024;Kokku
3.097;5.01.2024;1
3.085;5.01.2024;2
2.293;5.01.2024;3
3.415;5.01.2024;4
2.521;5.01.2024;5
2.772;5.01.2024;6
2.84;5.01.2024;7
3.113;5.01.2024;8
2.177;5.01.2024;9
1.447;5.01.2024;10
1.826;5.01.2024;11
2.684;5.01.2024;12
2.597;5.01.2024;13
2.861;5.01.2024;14
1.798;5.01.2024;15
1.883;5.01.2024;16
2.115;5.01.2024;17
2.982;5.01.2024;18
3.956;5.01.2024;19
3.458;5.01.2024;20
3.005;5.01.2024;21
3.627;5.01.2024;22
2.823;5.01.2024;23
2.286;5.01.2024;24
64.661;5.01.2024;Kokku
1.633;6.01.2024;1
2.291;6.01.2024;2
1.64;6.01.2024;3
1.658;6.01.2024;4
1.828;6.01.2024;5
1.553;6.01.2024;6
2.436;6.01.2024;7
4.078;6.01.2024;8
5.188;6.01.2024;9
4.941;6.01.2024;10
5.544;6.01.2024;11
4.175;6.01.2024;12
4.247;6.01.2024;13
8.006;6.01.2024;14
9.78;6.01.2024;15
5.288;6.01.2024;16
5.303;6.01.2024;17
3.874;6.01.2024;18
4.445;6.01.2024;19
5.007;6.01.2024;20
4.978;6.01.2024;21
4.358;6.01.2024;22
4.97;6.01.2024;23
3.142;6.01.2024;24
100.363;6.01.2024;Kokku
3.464;7.01.2024;1
2.496;7.01.2024;2
2.38;7.01.2024;3
2.259;7.01.2024;4
2.266;7.01.2024;5
2.083;7.01.2024;6
2.344;7.01.2024;7
3.789;7.01.2024;8
2.736;7.01.2024;9
4.56;7.01.2024;10
5.82;7.01.2024;11
8.543;7.01.2024;12
7.172;7.01.2024;13
4.812;7.01.2024;14
5.142;7.01.2024;15
5.671;7.01.2024;16
5.245;7.01.2024;17
4.177;7.01.2024;18
6.314;7.01.2024;19
6.175;7.01.2024;20
6.385;7.01.2024;21
6.899;7.01.2024;22
5.32;7.01.2024;23
5.288;7.01.2024;24
111.34;7.01.2024;Kokku
3.803;8.01.2024;1
2.662;8.01.2024;2
2.874;8.01.2024;3
2.731;8.01.2024;4
2.665;8.01.2024;5
2.787;8.01.2024;6
3.432;8.01.2024;7
3.248;8.01.2024;8
3.542;8.01.2024;9
3.052;8.01.2024;10
3.29;8.01.2024;11
3.285;8.01.2024;12
2.593;8.01.2024;13
2.789;8.01.2024;14
3.976;8.01.2024;15
5.06;8.01.2024;16
4.365;8.01.2024;17
3.666;8.01.2024;18
4.697;8.01.2024;19
5.995;8.01.2024;20
5.216;8.01.2024;21
4.001;8.01.2024;22
2.78;8.01.2024;23
2.473;8.01.2024;24
84.982;8.01.2024;Kokku
2.349;9.01.2024;1
2.656;9.01.2024;2
2.492;9.01.2024;3
2.699;9.01.2024;4
2.613;9.01.2024;5
3.473;9.01.2024;6
4.572;9.01.2024;7
3.906;9.01.2024;8
3.093;9.01.2024;9
1.992;9.01.2024;10
2.077;9.01.2024;11
1.741;9.01.2024;12
1.987;9.01.2024;13
2.266;9.01.2024;14
3.133;9.01.2024;15
2.993;9.01.2024;16
4.758;9.01.2024;17
4.175;9.01.2024;18
4.451;9.01.2024;19
4.914;9.01.2024;20
4.117;9.01.2024;21
4.365;9.01.2024;22
2.408;9.01.2024;23
1.965;9.01.2024;24
75.195;9.01.2024;Kokku
1.793;10.01.2024;1
2.198;10.01.2024;2
1.786;10.01.2024;3
2.467;10.01.2024;4
2.464;10.01.2024;5
4.054;10.01.2024;6
4.338;10.01.2024;7
3.272;10.01.2024;8
2.666;10.01.2024;9
2.296;10.01.2024;10
1.833;10.01.2024;11
3.69;10.01.2024;12
2.914;10.01.2024;13
3.785;10.01.2024;14
3.296;10.01.2024;15
4.715;10.01.2024;16
4.557;10.01.2024;17
3.397;10.01.2024;18
3.65;10.01.2024;19
5.992;10.01.2024;20
5.734;10.01.2024;21
4.112;10.01.2024;22
2.518;10.01.2024;23
2.109;10.01.2024;24
79.636;10.01.2024;Kokku
2.032;11.01.2024;1
1.765;11.01.2024;2
1.785;11.01.2024;3
2.191;11.01.2024;4
2.785;11.01.2024;5
2.313;11.01.2024;6
5.355;11.01.2024;7
5.994;11.01.2024;8
3.381;11.01.2024;9
2.497;11.01.2024;10
2.57;11.01.2024;11
2.603;11.01.2024;12
2.545;11.01.2024;13
4.374;11.01.2024;14
4.527;11.01.2024;15
5.335;11.01.2024;16
4.032;11.01.2024;17
3.512;11.01.2024;18
2.943;11.01.2024;19
4.139;11.01.2024;20
5.883;11.01.2024;21
5.182;11.01.2024;22
2.494;11.01.2024;23
2.177;11.01.2024;24
82.414;11.01.2024;Kokku
2.122;12.01.2024;1
1.99;12.01.2024;2
1.789;12.01.2024;3
2.163;12.01.2024;4
2.495;12.01.2024;5
2.311;12.01.2024;6
2.637;12.01.2024;7
4.248;12.01.2024;8
2.83;12.01.2024;9
2.581;12.01.2024;10
1.253;12.01.2024;11
2.434;12.01.2024;12
2.274;12.01.2024;13
2.445;12.01.2024;14
1.679;12.01.2024;15
1.435;12.01.2024;16
3.571;12.01.2024;17
2.19;12.01.2024;18
2.552;12.01.2024;19
2.779;12.01.2024;20
4.68;12.01.2024;21
5.371;12.01.2024;22
5.038;12.01.2024;23
3.726;12.01.2024;24
66.593;12.01.2024;Kokku
2.625;13.01.2024;1
2.344;13.01.2024;2
1.96;13.01.2024;3
2.13;13.01.2024;4
2.294;13.01.2024;5
1.944;13.01.2024;6
3.866;13.01.2024;7
3.758;13.01.2024;8
4.906;13.01.2024;9
7.401;13.01.2024;10
6.205;13.01.2024;11
5.523;13.01.2024;12
5.52;13.01.2024;13
2.964;13.01.2024;14
3.131;13.01.2024;15
5.987;13.01.2024;16
6.274;13.01.2024;17
3.208;13.01.2024;18
4.976;13.01.2024;19
6.133;13.01.2024;20
6.072;13.01.2024;21
3.546;13.01.2024;22
2.385;13.01.2024;23
3.465;13.01.2024;24
98.617;13.01.2024;Kokku
2.482;14.01.2024;1
2.448;14.01.2024;2
1.951;14.01.2024;3
2.603;14.01.2024;4
2.108;14.01.2024;5
2.158;14.01.2024;6
2.034;14.01.2024;7
2.628;14.01.2024;8
4.221;14.01.2024;9
2.817;14.01.2024;10
3.079;14.01.2024;11
5.544;14.01.2024;12
7.458;14.01.2024;13
4.117;14.01.2024;14
5.149;14.01.2024;15
6.903;14.01.2024;16
5.026;14.01.2024;17
5.884;14.01.2024;18
5.443;14.01.2024;19
7.293;14.01.2024;20
6.071;14.01.2024;21
3.535;14.01.2024;22
2.547;14.01.2024;23
2.462;14.01.2024;24
95.961;14.01.2024;Kokku
2.46;15.01.2024;1
2.264;15.01.2024;2
2.511;15.01.2024;3
2.558;15.01.2024;4
2.521;15.01.2024;5
2.538;15.01.2024;6
4.045;15.01.2024;7
4.962;15.01.2024;8
3.466;15.01.2024;9
2.416;15.01.2024;10
2.176;15.01.2024;11
2.825;15.01.2024;12
2.32;15.01.2024;13
3.908;15.01.2024;14
3.283;15.01.2024;15
4.01;15.01.2024;16
5.646;15.01.2024;17
3.494;15.01.2024;18
3.382;15.01.2024;19
4.092;15.01.2024;20
4.498;15.01.2024;21
4.815;15.01.2024;22
2.551;15.01.2024;23
2.494;15.01.2024;24
79.235;15.01.2024;Kokku
2.076;16.01.2024;1
2.697;16.01.2024;2
1.861;16.01.2024;3
2.468;16.01.2024;4
2.864;16.01.2024;5
2.72;16.01.2024;6
5.62;16.01.2024;7
4.077;16.01.2024;8
2.308;16.01.2024;9
1.186;16.01.2024;10
1.333;16.01.2024;11
1.409;16.01.2024;12
2.648;16.01.2024;13
2.386;16.01.2024;14
2.528;16.01.2024;15
4.447;16.01.2024;16
5.667;16.01.2024;17
4.668;16.01.2024;18
3.398;16.01.2024;19
6.248;16.01.2024;20
6.225;16.01.2024;21
3.903;16.01.2024;22
2.049;16.01.2024;23
1.816;16.01.2024;24
76.602;16.01.2024;Kokku
2.174;17.01.2024;1
2.015;17.01.2024;2
1.851;17.01.2024;3
2.241;17.01.2024;4
2.385;17.01.2024;5
3.942;17.01.2024;6
5.109;17.01.2024;7
5.35;17.01.2024;8
3.324;17.01.2024;9
3.1;17.01.2024;10
3.565;17.01.2024;11
2.668;17.01.2024;12
2.929;17.01.2024;13
3.966;17.01.2024;14
4.262;17.01.2024;15
3.511;17.01.2024;16
6.357;17.01.2024;17
4.312;17.01.2024;18
4.059;17.01.2024;19
3.663;17.01.2024;20
5.4;17.01.2024;21
5.852;17.01.2024;22
2.458;17.01.2024;23
1.576;17.01.2024;24
86.069;17.01.2024;Kokku
1.965;18.01.2024;1
1.884;18.01.2024;2
2.106;18.01.2024;3
2.269;18.01.2024;4
2.324;18.01.2024;5
3.832;18.01.2024;6
2.962;18.01.2024;7
3.861;18.01.2024;8
3.63;18.01.2024;9
3.075;18.01.2024;10
2.471;18.01.2024;11
2.526;18.01.2024;12
2.364;18.01.2024;13
3.285;18.01.2024;14
2.812;18.01.2024;15
4.919;18.01.2024;16
5.686;18.01.2024;17
7.955;18.01.2024;18
7.649;18.01.2024;19
5.314;18.01.2024;20
4.819;18.01.2024;21
4.105;18.01.2024;22
2.421;18.01.2024;23
1.507;18.01.2024;24
85.741;18.01.2024;Kokku
1.58;19.01.2024;1
1.504;19.01.2024;2
2.211;19.01.2024;3
1.778;19.01.2024;4
2.31;19.01.2024;5
4.176;19.01.2024;6
4.655;19.01.2024;7
4.276;19.01.2024;8
4.013;19.01.2024;9
1.985;19.01.2024;10
2.248;19.01.2024;11
2.44;19.01.2024;12
2.605;19.01.2024;13
2.867;19.01.2024;14
2.191;19.01.2024;15
3.101;19.01.2024;16
4.357;19.01.2024;17
5.206;19.01.2024;18
3.239;19.01.2024;19
4.934;19.01.2024;20
3.961;19.01.2024;21
2.886;19.01.2024;22
2.12;19.01.2024;23
1.775;19.01.2024;24
72.418;19.01.2024;Kokku
2.123;20.01.2024;1
1.767;20.01.2024;2
1.92;20.01.2024;3
1.919;20.01.2024;4
1.926;20.01.2024;5
2.488;20.01.2024;6
2.475;20.01.2024;7
3.439;20.01.2024;8
4.73;20.01.2024;9
4.357;20.01.2024;10
4.459;20.01.2024;11
3.036;20.01.2024;12
3.468;20.01.2024;13
6.1;20.01.2024;14
5.301;20.01.2024;15
4.459;20.01.2024;16
6.554;20.01.2024;17
5.959;20.01.2024;18
4.941;20.01.2024;19
4.026;20.01.2024;20
4.224;20.01.2024;21
4.101;20.01.2024;22
3.106;20.01.2024;23
3.283;20.01.2024;24
90.161;20.01.2024;Kokku
1.997;21.01.2024;1
2.088;21.01.2024;2
1.821;21.01.2024;3
1.845;21.01.2024;4
2.001;21.01.2024;5
1.943;21.01.2024;6
2.62;21.01.2024;7
5.078;21.01.2024;8
3.755;21.01.2024;9
3.385;21.01.2024;10
2.988;21.01.2024;11
4.251;21.01.2024;12
5.979;21.01.2024;13
6.139;21.01.2024;14
7.422;21.01.2024;15
6.426;21.01.2024;16
5.605;21.01.2024;17
6.633;21.01.2024;18
5.531;21.01.2024;19
5.055;21.01.2024;20
4.715;21.01.2024;21
2.946;21.01.2024;22
2.408;21.01.2024;23
2.072;21.01.2024;24
94.703;21.01.2024;Kokku
2.061;22.01.2024;1
2.142;22.01.2024;2
2.017;22.01.2024;3
2.108;22.01.2024;4
2.632;22.01.2024;5
3.822;22.01.2024;6
3.167;22.01.2024;7
2.385;22.01.2024;8
2.614;22.01.2024;9
2.349;22.01.2024;10
3.353;22.01.2024;11
2.846;22.01.2024;12
2.572;22.01.2024;13
2.213;22.01.2024;14
3.766;22.01.2024;15
4.352;22.01.2024;16
5.126;22.01.2024;17
5.791;22.01.2024;18
4.374;22.01.2024;19
4.126;22.01.2024;20
3.204;22.01.2024;21
3.826;22.01.2024;22
3.044;22.01.2024;23
1.688;22.01.2024;24
75.578;22.01.2024;Kokku
1.952;23.01.2024;1
1.733;23.01.2024;2
1.827;23.01.2024;3
1.967;23.01.2024;4
3.795;23.01.2024;5
2.742;23.01.2024;6
3.503;23.01.2024;7
3.738;23.01.2024;8
3.127;23.01.2024;9
3.108;23.01.2024;10
3.768;23.01.2024;11
3.148;23.01.2024;12
3.404;23.01.2024;13
3.972;23.01.2024;14
3.178;23.01.2024;15
4.82;23.01.2024;16
3.447;23.01.2024;17
5.543;23.01.2024;18
5.589;23.01.2024;19
5.018;23.01.2024;20
4.687;23.01.2024;21
3.771;23.01.2024;22
2.581;23.01.2024;23
2.005;23.01.2024;24
82.423;23.01.2024;Kokku
2.139;24.01.2024;1
1.815;24.01.2024;2
1.93;24.01.2024;3
2.252;24.01.2024;4
2.689;24.01.2024;5
2.142;24.01.2024;6
2.703;24.01.2024;7
2.872;24.01.2024;8
3.299;24.01.2024;9
1.974;24.01.2024;10
2.267;24.01.2024;11
1.721;24.01.2024;12
2.756;24.01.2024;13
4.133;24.01.2024;14
3.39;24.01.2024;15
3.324;24.01.2024;16
5.143;24.01.2024;17
7.014;24.01.2024;18
6.215;24.01.2024;19
5.708;24.01.2024;20
4.97;24.01.2024;21
3.306;24.01.2024;22
2.685;24.01.2024;23
1.818;24.01.2024;24
78.265;24.01.2024;Kokku
1.822;25.01.2024;1
1.5;25.01.2024;2
1.651;25.01.2024;3
1.941;25.01.2024;4
2.224;25.01.2024;5
2.08;25.01.2024;6
3.829;25.01.2024;7
4.962;25.01.2024;8
2.611;25.01.2024;9
2.846;25.01.2024;10
1.772;25.01.2024;11
2.629;25.01.2024;12
2.245;25.01.2024;13
2.23;25.01.2024;14
2.861;25.01.2024;15
3.576;25.01.2024;16
6.747;25.01.2024;17
6.03;25.01.2024;18
3.959;25.01.2024;19
4.228;25.01.2024;20
6.07;25.01.2024;21
4.448;25.01.2024;22
2.763;25.01.2024;23
1.564;25.01.2024;24
76.588;25.01.2024;Kokku
1.625;26.01.2024;1
1.553;26.01.2024;2
1.398;26.01.2024;3
1.879;26.01.2024;4
2.117;26.01.2024;5
1.9;26.01.2024;6
3.093;26.01.2024;7
2.685;26.01.2024;8
2.127;26.01.2024;9
2.363;26.01.2024;10
2.016;26.01.2024;11
3.431;26.01.2024;12
2.583;26.01.2024;13
4.458;26.01.2024;14
3.175;26.01.2024;15
2.061;26.01.2024;16
3.359;26.01.2024;17
3.952;26.01.2024;18
5.731;26.01.2024;19
5.767;26.01.2024;20
4.636;26.01.2024;21
4.206;26.01.2024;22
3.094;26.01.2024;23
2.444;26.01.2024;24
71.653;26.01.2024;Kokku
2.094;27.01.2024;1
1.663;27.01.2024;2
1.423;27.01.2024;3
1.926;27.01.2024;4
1.691;27.01.2024;5
1.766;27.01.2024;6
2.224;27.01.2024;7
3.006;27.01.2024;8
4.347;27.01.2024;9
5.81;27.01.2024;10
3.682;27.01.2024;11
4.693;27.01.2024;12
3.781;27.01.2024;13
3.778;27.01.2024;14
4.652;27.01.2024;15
3.941;27.01.2024;16
3.892;27.01.2024;17
3.285;27.01.2024;18
3.668;27.01.2024;19
7.163;27.01.2024;20
5.216;27.01.2024;21
4.658;27.01.2024;22
3.3;27.01.2024;23
3.102;27.01.2024;24
84.761;27.01.2024;Kokku
3.045;28.01.2024;1
2.416;28.01.2024;2
2.509;28.01.2024;3
1.801;28.01.2024;4
1.762;28.01.2024;5
1.527;28.01.2024;6
2.237;28.01.2024;7
4.069;28.01.2024;8
3.552;28.01.2024;9
4.19;28.01.2024;10
3.956;28.01.2024;11
3.818;28.01.2024;12
3.734;28.01.2024;13
5.179;28.01.2024;14
5.443;28.01.2024;15
3.961;28.01.2024;16
2.804;28.01.2024;17
3.808;28.01.2024;18
4.992;28.01.2024;19
5.578;28.01.2024;20
3.984;28.01.2024;21
3.543;28.01.2024;22
2.013;28.01.2024;23
2;28.01.2024;24
81.921;28.01.2024;Kokku
1.564;29.01.2024;1
1.451;29.01.2024;2
1.374;29.01.2024;3
1.652;29.01.2024;4
1.643;29.01.2024;5
3.189;29.01.2024;6
3.635;29.01.2024;7
2.804;29.01.2024;8
3.321;29.01.2024;9
2.99;29.01.2024;10
1.552;29.01.2024;11
3.16;29.01.2024;12
3.02;29.01.2024;13
2.662;29.01.2024;14
3.464;29.01.2024;15
3.335;29.01.2024;16
4.478;29.01.2024;17
3.492;29.01.2024;18
2.942;29.01.2024;19
3.655;29.01.2024;20
4.064;29.01.2024;21
4.899;29.01.2024;22
3.746;29.01.2024;23
1.537;29.01.2024;24
69.629;29.01.2024;Kokku
1.73;30.01.2024;1
1.835;30.01.2024;2
1.607;30.01.2024;3
1.953;30.01.2024;4
2.243;30.01.2024;5
3.732;30.01.2024;6
3.08;30.01.2024;7
3.514;30.01.2024;8
2.485;30.01.2024;9
1.281;30.01.2024;10
0.984;30.01.2024;11
4.03;30.01.2024;12
2.04;30.01.2024;13
2.539;30.01.2024;14
2.796;30.01.2024;15
3.301;30.01.2024;16
4.718;30.01.2024;17
4.049;30.01.2024;18
4.382;30.01.2024;19
4.409;30.01.2024;20
5.751;30.01.2024;21
5.041;30.01.2024;22
1.813;30.01.2024;23
1.848;30.01.2024;24
71.161;30.01.2024;Kokku
1.867;31.01.2024;1
1.511;31.01.2024;2
1.565;31.01.2024;3
1.531;31.01.2024;4
1.575;31.01.2024;5
2.135;31.01.2024;6
3.166;31.01.2024;7
3.309;31.01.2024;8
3.004;31.01.2024;9
2.505;31.01.2024;10
1.851;31.01.2024;11
2.046;31.01.2024;12
2.845;31.01.2024;13
3.472;31.01.2024;14
3.553;31.01.2024;15
4.017;31.01.2024;16
4.297;31.01.2024;17
3.995;31.01.2024;18
3.38;31.01.2024;19
3.293;31.01.2024;20
3.027;31.01.2024;21
3.449;31.01.2024;22
2.515;31.01.2024;23
1.503;31.01.2024;24
65.411;31.01.2024;Kokku
1.631;1.02.2024;1
1.544;1.02.2024;2
